id,comment,Label
2772,Why is he in Turkey? I'm surprised he even stepped in Turkey safely after all the attacks against Muslim minorities in India.,0
2773,"Lalu Ji is post graduate, not illiterate",0
2774,Rumi VP frankly saying he has not given the verdict from SC of Pakistan. Hanging order's his given by military court and ICJ have no control on military court's for your kind information.,0
2775,Terrorists like Gaurakshaks who wont be mentioned bcoz tat wat gains votes for PM's party.,1
2776,Is it the time to buy IT shares? When it will again pounce back???,0
2777,"Cut the crap and show the bike, hope the results wont be so boring as the event.",1
2778,Pagariya Auto pvt Ltd is truly on progress in all Maharashtra,0
2779,"JP group is a closed chapter . However they may try , they can not repay debt nor have they assets to match debt . Let us see what action Modi govt takes ?",0
2780,How many times did ew watch? ˜ƒ,0
2781,"lol u r already a RSS man, how can you hide it now.",1
2782,I like this woman. She lives on her own terms. Agree or not is different. Just be who you are and respect others but don't let any one step on you.,0
2783,"vacancy for the post of cm ,ministers, m.l.a ...interested may apply -make it simple cnbc tv 18 ..you people are complicating",0
2784,I havn't seen this much boring launch ever in ma life,1
2785,"25Sons and daughters of Ganges, Walk on! In foreign lands Away from relatives and friends! Toiling day and night. Your patience, your humility And your intelligence are your assets. Your family values are your inheritance! The climb has been arduous Full of pain and frustrations. But you never gave up You never lost hope! You reached the summit You can now enjoy the sunshine You smile and you remember This world is enjoyed by heroes! You have brought honour To your family and Motherland And your work would serve The common man! Written by P K Ramkhalawon",0
2786,Anna is bjp man,1
2787,"It's not sight, it's vision which no one has in media. Continue doing this job to get your monthly pay cheques.",0
2788,"No Rafi RSS never supported British . Just think what Islam is all about , it is about Islam and Islammyat , everything else is fly in the milk so as to speak . RSS in a Hindu majority nation is about Hindu , Hinduism and Hindustan . About Gandhi assassination , yes it was justified considering the time it occurred. The nation is partition on both sides and massacred Hindus are arriving from the East and Wast . When Hindus and Sikhs retaliated , Gandhi went on his usual fast unto death . Did that stop Muslim mayhem ?",1
2789,they are right in protesting......we shud first look at our own faults rather blaming outsiders for rotting our system.........india shud apologise......indians do not insult other cultures and women.......,0
2790,Powered by Hamza Khan ’’,0
2791,The father of all surgical strike is in the offing please please please wait for sometime. Don't go away. Have patience.,1
2792,Sonia I am asking from last five days on rel.cap please reply,1
2793,why is the girl standing on the table behind you?,0
2794,S,0
2795,The announcement comes after an expert committee recently pointed out the damage to the Yamuna floodplains.,0
2796,"The ACB had filed charge sheet on December 21, 2016 on a complaint by former DCW chief Barkha Shukla Singh",0
2797,No sir you are all ready member RRS,1
2798,u said some Muslims are getting involved in the same manner few Hindus are into this(if it is)..these kind of people only see their benefits... Pls don't think that they r representing all.community.. That's not true,1
2799,Suvodip is indian PM is best in world lolz this feku modi cant even able to reduce price for fuel even after its been reduced in world market such a idoit is no1 PM lolz,1
2800,As much I know ...Onam and vishu are the only 2 cultural festival of kerala....and none eat beef...not even fish or chicken or any other non veg items,0
2801,An appeal is bad when it is sex appeal,1
2802,How much is the split of IT business and other business,0
2803,"Why India Should hashtag Indus Water Treaty Is Illegal The case of the 1960 Indus waters treaty, it has been signed by then Prime Minister Jawaharlal Nehru and nowhere it is declared that the said agreement/treaty has been signed in the name of the President of India, According to the ministry of external affairs documents, nowhere disclosed agreement has been signed by the Jawaharlal Nehru for the President of India..., According to the impugned agreement 80% water goes to Pakistan which is a serious injury to the fundamental right of the citizens of India coupled with further financial and natural injuries to national interest. If We Indians Keep Quit Today Our Future Generations Will Blame Us And Never Going To Forgive Us India Need Be Like China Fast And Furious And Must Have Ability To Say On Face. China Claim South China Sea China Made And Develop 7 Artificial Man Made Islands On The South China Sea So Quickly Then Why Can't India Stop Water From Our Own States And Union Territories Of India We Need To Build More Dam On Indus River And Must Have Iccha-Shakti To Say Only One Sentence To World Bank F*ck Off India Is Scraping Indus Waters Treaty If China Can Do For Their Mother Land Then Why Not India (If India Cannot Do) Then Their Is Some Serious Problem In Our Indian Government System With Our Political Partys And Also With Our Useless Politician. Who Just Know To Bark But Cannot Take Action. @url",1
2804,Asrar Ul Haq Asrar we r idol worshippers... That's y we pray at temple.. Our philosophy is sakar philosophy And we never support loud speaker on Mandirs.. I visit temple every Sunday.. it has no loudspeakers...,1
2805,Tata chemical view pls ? Its more like fmcg company than checimal,0
2806,who will take a right decision when a common people purchase a drug of a chemist shop which is the better drug or chemical composition is better.,1
2807,"India is a fake, Fragile and unatural union build by British to control the poor masses. it has become a monster for minorities and neighbors, almost 40% of Indian Land is direct under Indian Army control who commit grave human right abuses under notorious AFSPA , Kashmiris hate India for brutal illegal occupation of their land but shameless India so called upper Class Hindu elite doesnt want to Free Kashmir for their political gaines, India is the only country which is being run by Extremists apart from Israel.",1
2808,Its not about good or bad ... Its... about incidents and choices country exudes..,0
2809,Get your figures and facts right! It's million not billion!,1
2810,Hell i thanked god for not born in creepy place like up,1
2811,I mean look at that dress....it's like sweeping the dirt and everything off the floor and fashion police will give a thumbs up to anything that's weird and non-wearable for any outings.,0
2812,....Modi never regretted for heinous crime done by him. Thank God he does not have family,1
2813,It is a passing phase. Have patience.,0
2814,Let me see....How many MUSLIM men stand up for this Poor Lady ??,1
2815,ICJ rules in India's favour,0
2816,Do you like icecream?,1
2817,Like Pakistan itself is unacceptable to the world ? Terrorist producing country.. ˜‚˜‚˜ ˜,1
2818,"south indian kitchen is the pure clinic --your food do not serve you energy , it takes your well being -so there is no need for Thyrocare's A Velumani's success mantra when kitchen is pure .....return of the dragon story",0
2819,Wt well vill c aftr result who made vote of whom k mr bjp aggent of terrirts hahahahah,1
2820,Sir u Carry on! India now understand who are fake,1
2821,Almost daily,1
2822,Nawab Nihal Very nice Lineeeeeeeeee Beautifull pic Superrrrrrrrrrrrr Duperrrrrrrrr Awesome Fantastic Fabulous Excellent ajawab Zabardast Mindblowing Wonderfull Best post ˜†¡˜†Nice ₪¡˜† Very nice Lineeeeeeeeee Beautifull pic Superrrrrrrrrrrrr Duperrrrrrrrr Awesome Fantastic Fabulous Excellent ajawab Zabardast Mindblowing Wonderfull Best post ˜†¡˜†Nice₪¡˜† Very nice Lineeeeeeeeee Beautifull pic Superrrrrrrrrrrrr Duperrrrrrrrr Awesome Fantastic Fabulous Excellent ajawab Zabardast Mindblowing Wonderfull Best post ˜†¡˜†Nice₪¡˜† Very nice Lineeeeeeeeee Beautifull pic Superrrrrrrrrrrrr Duperrrrrrrrr Awesome Fantastic Fabulous Excellent ajawab Zabardast Mindblowing Wonderfull,0
2823,Views on Welspun India? Do we need to wait till Wimbledon next year for the stock to surge?,0
2824,"Truly, today PM and Amit Shah (who is out on bail) proved that they are experts in jumlabazi and in spreading lies by replacing the word pineapple with coconut.",1
2825,"Anuj any idea about sterlite technologies it moved 4 .5% today , can we expect more",0
2826,I guess this is IDS and not demonization! Govt has not gathered any thoughts. Just giving heroic statements will not run well for long term,1
2827,Retards around howering about AK jhahhaa,0
2828,He knows that it's impossible for him to be elected through loksabha !! Because now public knows ..who is patriot or unpatriot,0
2829,"Vrinda Singh I don't know what I dislike her more for, flaunting her privilege or speaking of puppies like they're second class beings ˜‘˜‘",1
2830,Not surprised! Perhaps u did not hear d news of launching of cow -ambulance service in UP recently. No ambulance service for poor n needy but focus is on cow.Ridiculous!,1
2831,now this is called the surgical strike which the enemy admit itself,0
2832, Bot˜³ Powered‘:registered: By˜ƒ Prince˜¡ Fadii ¨ See My Bot Speed ˜½ India TV ¥ c h ־± ֿ… ־´ h r ֿˆ s ¹ ־² ־¿ ֿ„ ֿ„ ־µ r ¥  Saturday : 29 - April - 2017 ¨ Stay Active¥ India TV ¥ Comment Late 24 detik :) × Auto Comment By Prince Fadii ¯ ” Baby-Bot.tk ’¡,0
2833,"yes bank ce 1340 2 lot @user, current rate 12 so give me suggestion",0
2834,Sanjay look like he gave a blow job to rahul,1
2835,samsung space shuttle lost in galaxy note 7 ......reporting from nasa,0
2836,"Naveed shahid, such victories are to be seen as a lesson for Pakistan to stop roguery and twisting the truth... we are not gleeful, we are sombre in our victory and just wish to bring our innocent countryman back unharmed..",1
2837,I.also like ur mom and sister . What about that?,0
2838,I believe respect each others views. .˜,0
2839,I am the biggest fan of PM -- but as an indian i want to know why PM is not taking action against the PAPISTHAN?,0
2840,Share,0
2841,"Devavrat Rana for me both have to be earned, I'm perfectly detached polite until the subject helps me form my opinion of him/her",0
2842,Anuj there are many more things to do in Goa ˜,0
2843,81 seats for BJP HISTORIC performance & 4 others also supporting means BJP emerges with highest seats 85 in BMC... But but modi destroyed india because of Demonetisation ˜‚˜‚˜‚,1
2844,If u can't compete u hv no business to remain in the business. We r a democracy & an open economy,0
2845,".However, reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion.",1
2846,Anirban Kundu So you are the pesticide,1
2847,dont b so happy Indian express.. watch till end˜‚˜‚˜‚,1
2848,These is not Only in UP But In Maharashtra Thane Mumbai Everywhere,0
2849,Inka toh roj ka kaam hai hum kb lenge badla,1
2850,Even we have lost hopes in Anna Hazare....He is not worried about corruption now,1
2851,Anil rhomas fuker y dont u go with thm u loud mouth,1
2852,In Bengal 60% Bihari working in various places. We are not against Bihari people's. Many religion working in Bengal. Your state make difference... our state don't make any difference.,1
2853,"Wow, before winning they didn't have to do it? Nice journalism!",1
2854,"After us, there will be our future generation. And after them there will be their future generation. The human population will survive in the long run.",0
2855,"To quote former British Columbia (Canada) premier Ujjal Dosanjih :""PM Modi is a great campaigner but a mediocre Prime Minister"".The old English saying ""Either you run your mouth or the country"".Needless to say PM Modi has opted for the former.",1
2856,Bro dont give ex of isreal.... Isreal has usa....... Isreal sell weapon to us......... Just learn little about middle east politics .... Before giving example............,0
2857,"Indians like loud noise and they speak loudly even they are anywhere in the world. We can feel it in Railway stations, bus srands, meeting places, religious ceremonies, marriages more over in Parliament, state assemblies, local body assemblies etc etc etc.",1
2858,Ohhhh.. Really... Mrs. Shahid Kapoor ....˜ ..no mother wants to leave her kids... It's just d circumstances.. that made her to do so... Hats off to all d working mothers.. who help to run d family.. And toil hard to give much better future to their kids....,1
2859,congratulation ERA,0
2860,"What I read about him is he is away from all personal relations and wealth. After 5 times getting as MP his wealth is nothing. He is well devoted, desciplined and sensitive. Even Muslims are with him. He has no experience. Let's hope he will good job.",0
2861,Well done modi your planing has should ' Nobody is perfect ',0
2862,Good if crude prices remain in control and the Government does not tax crude heavily out of greed.,0
2863,Abhi thodi der me modi ji tweeter SE hamla karenge modi ji desh ko chinta karne ki jarurat nahi ha,1
2864,Mr.Manmohan Singh - from Flight mode now to Vibrator mode !,0
2865,"We are just ahead because of Brexit...else considering the standard of living, amenities by Govt, per capita income, interest rates, exchange rate...we are nowhere near to any top economy in this world...secondly GDP depends a lot on gross production n consumption which is bound to be more in India due to population factor hence driving GDP",0
2866,"The problem with we Indians is we only do ""kaddi ninda"" but when it comes to action we shut... either we are too busy pleasing the western states or too afraid of china.. I just dont understand y we are spending billions on defence if we cant protect our men .. shame",0
2867,Then no more Hebrew spoken in America. This creature is an evil instigator.,0
2868,Pakistan always lies and denies the barbaric acts committed by their army for mobilising international support.,1
2869,Don't believe of this pig he killed countless muslin in fake incounter he not against kashmiri he against Muslim,1
2870,never,1
2871,Stop your negative rhetoric.....Its a victory nevertheless!,1
2872,How dumb this woman is ˜¡ wot a fate of Indians these people r representing in parliament. Who even don't show sympathy towards human life. ‘,1
2873,He is 9th powerful man in the world dont forget it everyone,1
2874,Fahad such an helpless idiot you are you need doctor,1
2875,"Then what you will say for not taking Kashmir when we won 1971 war and 1947 war.. Why Hindu pandit were killed in Kashmir.. Why there is no voice from you when Hindus are murdered in Muslim majority states. WB, UP, all had attacks against Hindu, I don't see any left, Muslim or Congress crying for that",1
2876,how Pakistan army caught them?? Pakistan army cross border?? or they came here to Pakistan? the most lier nation is ENDian.,0
2877,Scripted and orchestrated by invisible hand of feku.,1
2878,Modi is least bothered about this chap...teen talak will be banned...a strict law will come and make this kind of muslims straight...life of muslim womens will be secure after this law...,1
2879,"False news , just like it's allies west and America",0
2880,AAP ALSO RYT THAT THEY DIDN'T INCLUDE U AS U R AN AGENT OF BJP... WHY ARE U SILENT ON LOKPAL NOW MR.HAZARE?? WHY U WERE SILENT WHEN BJP TOOK ACB FROM DELHI AAP GOVERNMENT? ??,1
2881,Make on line balance sheet ..like white paper so that grey areas can be eliminated Col lamba,0
2882,No one can replace the caliber and skill of Mr. Ratan Tata. Mistry made mess of things with the result the credibility of TATAs brand equity started loosing.,0
2883,*PURE DESH ME AFRA TAFRI KA MAHOOL HAI...INDIA KI 98% JANTA GARIB HAI..YE MAAR ASLI 98% PE MARI HAI MODI JI NE..YE ACHA NHI KIYA BJP NE PURA VYAPARI VARG ROO RAHA HAI KHUN KE AANSU BJP WE SHAME ON YOU* *B.J.P..* *MODI..* *WE REALY SHAME ON YOU MODI JI..*,0
2884,Go on guys... the more you do it.. the bigger bjp gets.. lol.. ˜,1
2885,No,0
2886,What about NRI where they should exchange money? Currency exchange houses are not taking money!! Kindly suggest,0
2887,Take lalu BURNAL,1
2888,just for cheap publicity. KRK knew his stature is of a ditch worm so better to make atleast some by criticizing Bahubali2.,1
2889,wheres the outrage from the lefties on this then?you know you made the right decision when Muslim countries dont even want fellow Muslims allowed in!,1
2890,Good work. with government wrong step taken which has stopped the mega buying power has been lost n millions of jobs have been lost. Daily the entire country is loosing crores of rupees day to day basis .,0
2891,India is a poor country. Such costly entertainment is not required. IPL is enough for one,1
2892,Congratulations to Salve n Indian Government ‘,0
2893,"So much reduced target very unfair to sunrises, now no interest in remaining matches",0
2894,"yes, last 60 yrs had been great years of happiness for all Indians.",1
2895,"PORTAL Centralized Public Grievance Redress and Monitoring System (CPGRAMS) Brought to you by Department of Administrative Reforms Public Grievances Government of India Home Lodge a Grievance Lodge ReminderClarification View Status Change Password Forgot Password Grievance Status Print Logout Status as on 27 Apr 2017 Registration Number PMOPGE20170138574 Name Of Complainant anilkumarmishra Date of Receipt 14 Mar 2017 Received by Prime Ministers Office Forwarded to Ministry of Home Affairs Contact Address Room No 188, North Block, New Delhi110001 Contact Number 23092392 Grievance Description With Respectfully I draw Your kind Attention our Previous letter petition No 3655-2016Dated 17 Dec2015 regd on 30 Jan2016 Regarding Funding To Anti National Activists Through Black money Generated donation given to Masjids, Madarsas,By Mr Mohd Iftekhar A Tannery Owner Named Ruksh Group of Companies Having Regd office 50 A 150 Feet Road, Jajmau, Kanpur With support of Corrupt Senier IAS, IPS, IRS officer He was doing 60percent Turnover Unaccounted When i got acknowledge about this i have refused To Work with Them and demanded him my service dues Rs 25 lacs witheld with him Then He had told Me You dont know about me my sources i will give money to ISIS Laskare Taiyaba Supporters i will only give him a call They will Kill you and Your Family members my Approach is also in State and Central Government, i can with support of these officers you and your family members drag in Forge Criminal Cases Due These Persons ISIS Network is spreading in Uttar Pradeshregarding aforesaid payment of service Dues With Held with opponent , in this regard opponent had already got favoured report from police officers against my applications no 60000160001498 dt 06 july2016 in which they had said he had no record about payment kindly check his factory cc tv footage from 1may2011 to 4feb2016 caused Train accident at Pukhrayan resulted 152 deaths Recent Shajapur Train Blast In Madhya Pradesh,the same petition is still under process The state government officers were doing work under pressure of state ruling party for favoring to a special community that is harmful for nation the rest petitions regd with the supreme court of india having nos27185-2016,25786-2016,29120-2016,36158-2016,39872-2016,46886-2016,52989-2016,4153-2017, 6937-2017,7962-2017,10567-2017 as he had admitted my dues with Roc Kanpur Up against my grievance no dcoya-e-2016-00276 on 17march2016 the roc comments are Honourable Company Law Board has granted extension for repayment of fixed deposits till 30062016, company has mentioned that it will pay accordingly he is also defaulter of Central Government revenue i e custom duty and income tax service tax he always cheating central and state revenues with support of professionals and local officers kindly arrange to make fair enquiry in this regard he had also given me poison in cold drink on 7 july 2016 at 1035 am, i was admitted in ursala emergency 6 hours that was intimated in my statement to si rajveer singh ps feelkhana on24 oct 2016 Till The date no action taken by Local And State Police and Administrative Officers As My Application under section 156-3 with CMM Kanpur Court having Case No 6367-2016dated 25 june 2016 Is Still Pending in absense of detailed report called from S H O Feelkhana the Court had already issued Notice on 10Jan2017next hearing date28 march2017he had not submitted his report to the court due to pressure of opponent and supporting officers kindly order to lodge my case and provide me justice In this Regard I have First Time Given Statement To CO Kotwali Kanpur Nagar on 24 September2015 And Second Time I have Submitted 4 Pages Written Statement With 51 Annexures To SI Rajveer Singh of PSFeelkhana on 24 Oct2016 I had Also Written For My Service Dues To Labour Secretary UttarPRadesh Vide IGRSUP Complaint NO15164170012310 15164170008355 60000016000003, 60000016000006, 60000160000080 60000160000093,723,881,1713,1762,21315,22969,23765,24854,26712,27140,27922,28200 ,28306 ,28413 ,29197 ,29438 ,30399 40016416000920, 927,936,1100,1101,1134,576 ,3832, 4218 ,4319,4520 ,5397 ,40016417000323,497,634,688 ,725 ,812, 813 ,825 first they had made confusing report in favour of opponent in lieu some personal monetorily benefit at last he had transferred my applications for enquiry to R D L C Central on 13 feb2017 vide their Letter Ref No 3349oblicKR I further request You Kindly Transfer All My Applications To CBI LKO branch Current Status CASE CLOSED Your Feedback Poor Date of Action 25 Apr 2017 Details The information provided by you has been sent to the concerned agencies for action as warranted",0
2896,That's a slap on their unrelentless n unreliable service by these telecom majors... They have sucking the blood out of their customers..,1
2897,"Sirf dialogue pe dialogue aur kuchh nahi ,sab faltu bate NOTE bandi ke bad hamla bad gaya hay Jai hind",1
2898,home alone never feels the pain ...watch kevin in home alone,0
2899,sonia is only bothered about her pay ... who cares for poor investors,0
2900,Hi Soniya Will Sun Pharma and Aurobindo Pharma rise in coming days? /this fall continues like this only?,0
2901,Well said,1
2902,That's the tragedy with human nature... It tends to imitate rather than introspect or innovate hashtag,0
2903,We should never dream for anything to achieve in future ? we must make smaller goals accordig circumstances. Ones Goal is achieved we must proceed for next Goal and so on. As our expectatins may change according situations in life. We live in society with our family . Our first responsibility/ priority is to live happily in present. Dreams may come and go & can be changed . Your concentration must be on your immediate Goal to achieve. Dream should not be the ultimate Goal but it is illusion. Goal isrel situation /present which you are facing.,0
2904,Some of the responses here are worthy of review. Different viewpoints from different minds viewing the news in their own perspective. Interesting.,0
2905,"First protect us(public), then you go for.............. .",1
2906,"Also , mob violence has happened many parts of India even on bike stealers. So change ur biased mind.",1
2907,Prashant Sharma yes I keep forgetting that there is no democracy left after 2014. In our country women is reportedly raped in every 15 mins. No one is taking action against that.,0
2908,@user Ji please Bain news broadcasting in security operations T&C,0
2909,Sonam Gupta bewafa hey kyo ki uske pass sab politicians ka Black money hey,0
2910,So he joined bjp internally.,1
2911,SELL TATAMOTORS AROUND 450 TARGET : 440 TARGET2 : 428 SL : 459,0
2912,Shamefull how come an illiterate person give advice to welqualified person like kejriwalji.,1
2913,"Mr Ashish of hashtag, teach this guy se manners, how did he spoke to MD of Specialty restaurants. Just to mention on the service charge issue if the comment of the hoteliers committee was arrogant, then just see the episode once again to see what you did there. You are nothing as compared to him, these things don't look good on television, we didn't turn it on to see your arrogance.",0
2914,yes much can be said on both the sides.,0
2915,Buy gold/gold mining stocks that's the only way to financially benefit from this event. I have already put in my order ¼ I already bought MMTC. Gold will rally to $1500 on back of Trump election,0
2916,"Central Government Act Article 48 in The Constitution Of India 1949 48. Organisation of agriculture and animal husbandry The State shall endeavour to organise agriculture and animal husbandry on modern and scientific lines and shall, in particular, take steps for preserving and improving the breeds, and prohibiting the slaughter, of cows and calves and other milch and draught cattle. If someone can't respect the law of this land is free to get lost from this soil. No offense.",0
2917,Nice,0
2918,"main stupa is not damaged, only few houses in and around stupa are damaged",0
2919,Hello we all appreciate tish moves.but we r small businessman how could we recover today's loss,1
2920,is it real or tit for tat business by tmc? real truth may surface after few days. no statement has yet come from the arrested person,1
2921,We have followed the notification & not done any stock up of BS3 inventory: Pawan Goenka,0
2922,Engine says its a cruiser.. Body says no i am not a Cruiser.. Then what am i??? All the Best.. For thinking that this will compete with Royal Enfield....,1
2923,I bet no punishment will be given to that women. After all she is innocent according to our legal system. hashtag hashtag hashtag hashtag.,1
2924,Shirish kunder who?? Who is he? ..,0
2925,Hi Sonia .. i was waiting for you.. u r looking beautiful as always..,0
2926,"When govt. increases prices of railways, people make lot of hue & cry but when Hotel / Restaurant operators unethically charges Service Charge its acceptable.",0
2927,"Buy hashtag Online at Low Prices in hashtag - Amazon.in from popular brands such as hashtag, hashtag-Ban and more @url",0
2928,Ppl are not ready to be fooled ny AAP so quickly second time.,1
2929,"mam whether sterlite technolgies ,v guard subrso will be good investment",0
2930,Sir plz don't check up sarkar this is funy words,1
2931,Part time online job without investment Most important job for Facebook expert Earn 15000-25000/-month Open play store Install champcash mony free app Sign up with champcash Refer id-12935304 Install 7-8 apps in the champcash and start online work,0
2932,you be secular in total governance of the state with no special treatment to any community......then RSS or any party will have no hard feelings.,0
2933,’ Bot User ’ Xingh Kannu ’ ¥PYTHON¥BOT¥TEAM¥ ×----ֲ» TAYYAB-XD.TK ֲ«----× ¥¡o. BOT OWNER ’ TAYYAB KHAN ’,0
2934,Nothing to say he have his own opinion.,1
2935,This news is true,0
2936,18hours a day u think of dis country.....opposite od dis opposition wastin der 18hours to find allegation on u.....u d bestest....people used ti say us bhakt.....v r proud of dat..,1
2937,He shows that if women are empowerd they can change destiny of nation,0
2938,Indian woman trying harder to achieve her goal but people of her country making joke about her and dragging her back,0
2939,Modi ji this is to inform to you Black money keepers sending their employees for bank to change cash this is the main reason for long queue...,1
2940,Exide down to 208 after touching 225. Where is it headed further ?,0
2941,Its her choice... She s not destroying feminism... Feminists too love to take care of kids...,1
2942,Why tv18 number one not showing in its result and mkt price????,0
2943,Big bazaar is owned by future group and not reliance. Kishore biyani is the owner.,1
2944,"Bihar exit poll over, now UP exit poll. All the best BJP",1
2945,Wait India will behead 20 Porkis pigs · head silently ˜‚‘‹,0
2946,Considering RBI event coming in next week what r the chances that nifty may take support once again at 8700 levels,0
2947,Have you ever come across a man winning a debate with a woman. Even in this debate the woman wins.,1
2948,Mahatma gandhi could have made 1000 dhotis out of it,0
2949,Only one community opposing him please understand guys and wakeup support BJP,1
2950,"It is enough of telling us about previous govrements failures ,listening to that we have lected you ,all the promises you have made speek about them only",1
2951,He is neither this nor that. He failed what country needs and he is also one of the main reason for Kejriwal's obstacles and his fulfillments.Annaji may be living inthe dream while he is sleeping what happens in this country.This is the time for united standing between all parties tosucceed grahan happen in this time,1
2952,Do the talks over technology like video conferencing and so on,0
2953,"Danish- try to control and solve the source of these problems... Second thing cow may not be imp for u ppl, but its imp for majority of Indian.",0
2954,"See who is commenting, Sauw choohe kha ke Billi Haj ko nikli, mohd bhai, zera apne geeraban mai jhaank ke deku, the same budhi you are mentioning has been lost by radical muslims in panun kashmir",1
2955,"Are there Hindus and their temples still in Kashmir? But I am against all loudspeakers in all temples, mosques and churches and all religious institutions.",1
2956,"We will tackle the inconvenience, no problem in that but l salute Mr. Modi and his ministers....for taking this bold step....we are with you, Jai Hind....",0
2957,Wht abt places whr card does nt wrk at all? Traveling by rickshaw do they expect cards?,0
2958,Useless,1
2959,I hate u Mumbai,1
2960,Anna is a lost man.,1
2961,There are rumours that the 2000 rupee note could be discontinued. What effect would this be on the market?,0
2962,"The amount of blood, sweat, tears, pains ... . . Those small moments of happiness lost... . . No amount of money can compensate for that. Let's feel proud of their achievements and drop the bean counting approach. . . . . P.S. :- If we were to search how many sportsmen/women didn't make it big, I am sure you all would change your views.",0
2963,"In these 40 days Modi also controlled the global warming on Mars because of his super intelligent Sudhir Choudhary certified GPS chip in his 2000 note. Now, Martians are thanking us like anything before for including Mangalyaan dp in 2K note. All these 40 days achieved us practically anything possible. Even change of 2K was achievable at all shops across length & breadth of India!",1
2964,Why not for every one why only for women only .why not men...men dost have pain..men are not humans??,1
2965,"Anna is a political novice,& ignorant of realities behind public postures on Modiji.",0
2966,This hazare is a mad person...,1
2967,"Sir, may God give you more strength to help our country to become no 1 in the world of modern technology.",0
2968,do not block the road ...baam baam .....leave way for chennai bus,0
2969,GDP and population are growing parallel. Our nation needs to focus on population and job opportunities to all. This may be perfect solution to make our country best in the world.,0
2970,If it is true than why media not showing the mutilated bodies it is my ? from INDIA TV. Dont make peoples polish and dont creat problem for your country INDIA.Because if India showing response of attack than the same response will be from pakistan side which we seen in normal on borders of both sides but only local people are affected not army so try to understand this is because of you (media) whole environment is disturb.,1
2971,Such comment by such a public figure is quite annoying bcoz we should not b against such sort of things as we live in a country with a lot of cultural and religious diversity so if people r mentioning such sort of creepy things where everyone of us live in brotherhood inspite of all this we should respect everyone's feeling and believe,1
2972,There is nothing better in this world than being brought up by a working woman. Working mothers are loved and respected so much more by their kids. This is coming from a strong independent daughter of a strong independent mother.,1
2973,Please Tell me Some Multibagger IDEA Names For Long Term,0
2974,You will understand very shortly what Indian surgical strike is called.,1
2975,"My son this is not 1971 and a brigade of our army is not combatting with the cowards of a whole country... Its basically party time... Punjab, Nagaland, Assam and Kashmir will be separated",1
2976,Aap picks new candidate and Delhi will pick new candidate as CM ˜ƒ,1
2977,"Would you ever confess, more than 95% people loose money trading and you are adding to loosers ?",0
2978,"Well written specially..""drama and disruption dont help economies grow. Economies grow when you put more children in school, improve the quality of teachers, boost public health and create an economy that is based on competition and meritocracy. There are no short cuts to growth and equity.""",0
2979,I just hate her. ˜‘,1
2980,Zulfikar Hutmara first check that how many muslim voted for muslim league in 46&45 elections,1
2981,It's possible to make very soon..it will take 4 to 6 decade...because government of India support ur state lots..and ur thoughts well technology..,0
2982,Just blind people's are 't oppous to rooling party and PM....SO SAD....SO BAD...,0
2983,She didn't mean the other babies are. Cmon. She was just referring to her own baby. And since it's her first child it's very obvious she's still learning to be a mother.,1
2984,Aree stupid goons under hindu cover... Mamata is better acceotable hindu than goon RSS chief... can any one challange on this,1
2985,"Who started it ˜˜˜˜˜dawood, owasi are one side of coin, other side is yogi, prachi,etc˜˜˜˜˜˜.",0
2986,RBI says the fake money amount in our country is around 400cr.and the RBI holds around 62lkh.cr as asset .so how much percentage it is ? public is not favouring the blk marketeers. but we are strongly opposing this tortuous and hooligan decision which I affraid has been taken to protect the ambanis and adanis and hindujas. I hope they are not on que to draw 4k.,0
2987,He is afterall a human being na. If he was a cow we could have provided. No offence.,1
2988,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",1
2989,Very shocking news. This is lesson to all Top CEOs- do progressive work or get out.,0
2990,Gandhi Killer Ram (Nathu) Temple in India...... Big Shame 4 India........,1
2991,Gods own country is not any more it evils own country . Hindus will be treated like Saitan or Judas.,1
2992,Grow up Indian Express its high time you start writing for people not just to earn money .... have some reputation or remove Indian from your organization name...,1
2993,Completely ignoring old users who helped op to establish them,1
2994,Understandable anguish.,0
2995,Hi,0
2996,how to make idiots ...just praise them .......ha ha ha,0
2997,You will...best of luck..u have guts to come back,0
2998,Why your panelists are always wrong. They say nonsense all the time.,0
2999,Money holders are making money.. what about those who have some desires but lack of resources...???,0
3000,I think anna is bjp agent.he never said aganest bjp,1
